category,timestamp,source_file,source_line,tool,classification,ok,goal_count,has_holes,elapsed_ms,wall_time_ms,excerpt
holes_reported_zero_goals,2026-06-22T23:12:26.347Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,9482,agda_load,ok-with-holes,true,0,true,2506,2510,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 2506ms
holes_reported_zero_goals,2026-06-22T23:23:48.843Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,9722,agda_load,ok-with-holes,true,0,true,2633,2636,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2633ms
holes_reported_zero_goals,2026-06-22T23:29:58.546Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,9945,agda_load,ok-with-holes,true,0,true,4508,4512,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4508ms
holes_reported_zero_goals,2026-06-22T23:33:49.701Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,10048,agda_load,ok-with-holes,true,0,true,2506,2511,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2506ms
stale_reload_classification_flip,2026-06-22T23:47:36.547Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,10525,agda_load,ok-complete,true,0,false,2506,2509,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2506ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T23:48:54.421Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,10570,agda_load,ok-with-holes,true,0,true,1943,1946,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1943ms
wall_time_elapsed_mismatch,2026-06-23T14:34:51.370Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,10725,agda_auto_all,ok,true,,,457,52843602,## Auto-solve all goals No automatic solutions found.
holes_reported_zero_goals,2026-06-23T14:44:33.228Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,10948,agda_load,ok-with-holes,true,0,true,4800,4804,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4800ms
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-23T14:45:41.040Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,10962,agda_auto,ok,true,,,308,313,## Auto-solve ?0 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 5 --list-candidates`
holes_reported_zero_goals,2026-06-23T14:50:50.372Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,11100,agda_load,ok-with-holes,true,0,true,1733,1739,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 1733ms
failed_status_but_ok_true;wall_time_elapsed_mismatch,2026-06-23T14:55:06.524Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,11179,agda_load_no_metas,type-error,true,0,true,391,70561,## Loaded without metas: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** FAILED **Classification:** type-error **Goals:** 0 unsolved **Elapsed:** 391ms ### Errors ``` Detected 1 hole marker(s) in source file; Strict load requires zero unresolved metas and zero holes. ```
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-23T15:03:59.787Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,11412,agda_load,ok-with-holes,true,0,true,5132,5148,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 5132ms
failed_status_but_ok_true,2026-06-23T15:05:24.584Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,11437,agda_load_no_metas,type-error,true,0,true,410,413,## Loaded without metas: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** FAILED **Classification:** type-error **Goals:** 0 unsolved **Elapsed:** 410ms ### Errors ``` Detected 1 hole marker(s) in source file; Strict load requires zero unresolved metas and zero holes. ```
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-23T15:16:31.556Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,11670,agda_load,ok-with-holes,true,0,true,5284,5297,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 5284ms
holes_reported_zero_goals,2026-06-23T15:29:57.462Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,11983,agda_load,ok-with-holes,true,0,true,2723,2727,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2723ms
wall_time_elapsed_mismatch,2026-06-23T15:44:47.781Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,12238,agda_session_snapshot,ok,true,0,false,1,165575,## Session Snapshot **Phase:** loaded **Loaded file:** src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Agda version:** 2.8.0 **Classification:** ok-with-holes **Goals:** 0 visible **Complete:** no **⚠️ File is stale** — modified on disk since last load. ### Suggested next actions - `agda_load` — File has been modified since last load. Reload to pick up changes. - `agda_goal_catalog` — Inspect current proof state.
holes_reported_zero_goals,2026-06-23T15:45:12.932Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,12245,agda_load,ok-with-holes,true,0,true,2034,2037,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2034ms
holes_reported_zero_goals,2026-06-23T15:57:49.711Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,12523,agda_load,ok-with-holes,true,0,true,1830,1833,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1830ms
holes_reported_zero_goals,2026-06-23T16:10:41.006Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,12740,agda_load,ok-with-holes,true,0,true,2116,2121,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2116ms
holes_reported_zero_goals,2026-06-23T16:23:03.321Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,12986,agda_load,ok-with-holes,true,0,true,2811,2814,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2811ms
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-23T16:28:48.093Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,13124,agda_auto,ok,true,,,296,301,## Auto-solve ?2 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 3 --list-candidates`
wall_time_elapsed_mismatch,2026-06-23T16:29:53.784Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,13131,agda_reload,ok,true,0,,2714,53487,"## Reload: type-arithmetic-joins-of-types.lagda.md **Status:** OK **Goals:** 0 total **Solved:** ?0, ?1, ?2"
holes_reported_zero_goals,2026-06-23T16:34:04.621Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,13198,agda_load,ok-with-holes,true,0,true,2726,2731,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 2726ms
holes_reported_zero_goals,2026-06-23T16:36:52.284Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,13261,agda_load,ok-with-holes,true,0,true,3211,3215,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 3211ms
holes_reported_zero_goals,2026-06-23T17:11:48.548Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,14016,agda_load,ok-with-holes,true,0,true,2858,2860,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2858ms
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-23T17:27:47.186Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,14293,agda_auto,ok,true,,,293,297,**Warning:** File modified since last load — results may be stale. Run `agda_load` to refresh. ## Auto-solve ?0 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 5 --list-candidates`
holes_reported_zero_goals,2026-06-23T17:34:20.521Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,14406,agda_load,ok-with-holes,true,0,true,2643,2646,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2643ms
holes_reported_zero_goals,2026-06-23T17:50:17.438Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,14811,agda_load,ok-with-holes,true,0,true,2712,2715,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2712ms
holes_reported_zero_goals,2026-06-23T17:57:06.062Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,14969,agda_load,ok-with-holes,true,0,true,2407,2410,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2407ms
holes_reported_zero_goals,2026-06-23T18:05:39.602Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,15157,agda_load,ok-with-holes,true,0,true,4672,4675,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4672ms
holes_reported_zero_goals,2026-06-23T18:17:43.813Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,15391,agda_load,ok-with-holes,true,0,true,2607,2611,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2607ms
holes_reported_zero_goals,2026-06-23T18:31:26.374Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,15740,agda_load,ok-with-holes,true,0,true,4426,4429,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4426ms
holes_reported_zero_goals,2026-06-23T18:57:18.355Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,16434,agda_load,ok-with-holes,true,0,true,697,700,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 697ms
holes_reported_zero_goals,2026-06-23T19:03:42.141Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,16585,agda_load,ok-with-holes,true,0,true,2987,2990,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2987ms
holes_reported_zero_goals,2026-06-23T19:13:59.808Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,16759,agda_load,ok-with-holes,true,0,true,6897,6911,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 6897ms
wall_time_elapsed_mismatch,2026-06-23T19:43:31.909Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,16930,agda_session_status,ok,true,,,14,1486801,"**Warning:** File modified since last load — results may be stale. Run `agda_load` to refresh. ## Agda Session Status **Phase:** loaded **Loaded file:** src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Goal IDs:** (none) ### Available tools - `agda_abort` — Send Cmd_abort to the running Agda process. - `agda_add_missing_clauses` — Generate and optionally insert a missing-clause stub for a function with coverage errors. - `agda_apply_edit` — Apply a targeted text substitution to an Agda file and reload it. For edits that aren't goal actions — adding imports, renaming symbols, fixing typos. oldText must match exactly once unless `occurrence` is provided. Auto-reloads the"
holes_reported_zero_goals,2026-06-23T19:46:16.614Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,17028,agda_load,ok-with-holes,true,0,true,4126,4128,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4126ms
holes_reported_zero_goals,2026-06-23T19:55:34.878Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,17266,agda_load,ok-with-holes,true,0,true,4108,4113,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4108ms
holes_reported_zero_goals,2026-06-23T20:08:04.184Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,17584,agda_load,ok-with-holes,true,0,true,4068,4073,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4068ms
holes_reported_zero_goals,2026-06-23T20:22:25.718Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,17927,agda_load,ok-with-holes,true,0,true,1956,1958,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1956ms
holes_reported_zero_goals,2026-06-23T20:33:41.764Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,18181,agda_load,ok-with-holes,true,0,true,4301,4306,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4301ms
holes_reported_zero_goals,2026-06-23T21:06:09.305Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,18893,agda_load,ok-with-holes,true,0,true,4490,4494,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4490ms
timeout_no_protocol_response,2026-06-23T21:15:55.058Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,19018,agda_auto_all,tool-error,false,,,120002,120007,Error: sendCommand timed out after 120000ms (received 0 responses: {})
holes_reported_zero_goals,2026-06-23T21:17:49.895Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,19100,agda_load,ok-with-holes,true,0,true,1196,1200,## Loaded: src/synthetic-homotopy-theory/spheres-as-join-powers.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** no **Stale before load:** no **Elapsed:** 1196ms
timeout_no_protocol_response;timeout_diagnostic_overstates_crash,2026-06-23T21:24:44.098Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,19251,agda_load,process-error,false,0,false,120002,120013,Agda load failed: sendCommand timed out after 120000ms (received 0 responses: {})
holes_reported_zero_goals,2026-06-23T21:28:47.312Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,19368,agda_load,ok-with-holes,true,0,true,1122,1124,## Loaded: src/synthetic-homotopy-theory/spheres-as-join-powers.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** no **Stale before load:** no **Elapsed:** 1122ms
holes_reported_zero_goals,2026-06-23T21:34:05.945Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,19537,agda_load,ok-with-holes,true,0,true,1411,1413,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/spheres-as-join-powers.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1411ms
timeout_no_protocol_response;timeout_diagnostic_overstates_crash,2026-06-23T21:36:49.096Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,19573,agda_load,process-error,false,0,false,120003,120020,Agda load failed: sendCommand timed out after 120000ms (received 0 responses: {})
holes_reported_zero_goals,2026-06-23T22:02:40.911Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,20159,agda_load,ok-with-holes,true,0,true,2326,2329,## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** no **Stale before load:** no **Elapsed:** 2326ms
failed_status_but_ok_true,2026-06-23T22:04:10.247Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,20183,agda_load_no_metas,type-error,true,0,true,1386,1388,## Loaded without metas: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** FAILED **Classification:** type-error **Goals:** 0 unsolved **Elapsed:** 1386ms ### Errors ``` Detected 1 hole marker(s) in source file; Strict load requires zero unresolved metas and zero holes. ```
stale_reload_classification_flip,2026-06-23T22:12:20.955Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,20433,agda_load,ok-complete,true,0,false,524,528,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 524ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-23T22:13:36.899Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,20477,agda_load,ok-with-holes,true,0,true,4584,4588,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4584ms
stale_reload_classification_flip,2026-06-23T22:26:46.329Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,20915,agda_load,ok-complete,true,0,false,565,569,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 565ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-23T22:28:09.636Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,20944,agda_load,ok-with-holes,true,0,true,4022,4026,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4022ms
stale_reload_classification_flip,2026-06-23T22:34:28.837Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,21218,agda_load,ok-complete,true,0,false,570,574,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 570ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-23T22:34:42.357Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,21231,agda_load,ok-with-holes,true,0,true,1987,1988,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1987ms
holes_reported_zero_goals,2026-06-23T22:54:48.341Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,21913,agda_load,ok-with-holes,true,0,true,3714,3717,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 3714ms
holes_reported_zero_goals,2026-06-23T23:03:47.927Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,22234,agda_load,ok-with-holes,true,0,true,4383,4384,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4383ms
holes_reported_zero_goals,2026-06-23T23:17:49.601Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,22715,agda_load,ok-with-holes,true,0,true,4422,4425,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4422ms
holes_reported_zero_goals,2026-06-23T23:20:53.834Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,22795,agda_load,ok-with-holes,true,0,true,2636,2640,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2636ms
holes_reported_zero_goals,2026-06-23T23:33:02.276Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,23111,agda_load,ok-with-holes,true,0,true,4493,4496,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 4493ms
holes_reported_zero_goals,2026-06-23T23:34:23.477Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,23169,agda_load,ok-with-holes,true,0,true,4476,4481,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 4476ms
